frame_number,id,group_name,group_num,x,y,width,height,isDeputy,confidence,isGT,Pitch,Roll,Yaw
803,0,0,0,0.41736,0.47037,0.20000,0.26574,-1,1.00000,-1,-14.46259,-5.70731,-26.86632
809,0,0,0,0.41528,0.47500,0.19514,0.26111,-1,1.00000,-1,-17.05240,-6.61816,-20.08551
815,0,0,0,0.41458,0.48241,0.18958,0.25370,-1,1.00000,-1,-16.80100,-6.01543,-22.63286
827,0,0,0,0.40278,0.48519,0.19653,0.26204,-1,1.00000,-1,-22.02665,-6.70625,-16.35197
833,0,0,0,0.40417,0.47778,0.19722,0.26296,-1,1.00000,-1,-23.21837,-6.11571,-16.30321
839,0,0,0,0.11111,0.48796,0.19444,0.25833,-1,1.00000,-1,6.43611,8.02627,-31.03860
839,1,0,0,0.80694,0.55463,0.14514,0.19352,-1,1.00000,-1,-2.58350,-3.08638,-27.24095
839,2,0,0,0.42292,0.17130,0.27222,0.36296,-1,1.00000,-1,0.45735,13.24424,-60.77441
839,3,0,0,0.44375,0.58333,0.04375,0.05833,-1,1.00000,-1,-5.02582,21.69899,-18.33901
845,0,0,0,0.10556,0.49722,0.19444,0.26019,-1,1.00000,-1,4.21504,11.60145,-26.74932
845,1,0,0,0.80347,0.57593,0.14306,0.18981,-1,1.00000,-1,-2.15112,-8.49358,-32.30117
845,2,0,0,0.40972,0.18519,0.27569,0.36759,-1,1.00000,-1,0.32304,9.57710,-61.39227
851,0,0,0,0.10139,0.51389,0.19167,0.25556,-1,1.00000,-1,5.66716,8.89635,-29.33564
851,1,0,0,0.79375,0.58333,0.14931,0.19907,-1,1.00000,-1,-5.54947,-10.08006,-33.96066
851,2,0,0,0.40625,0.17407,0.29167,0.38796,-1,1.00000,-1,4.01982,16.47734,-60.82305
857,0,0,0,0.09306,0.50926,0.19861,0.26574,-1,1.00000,-1,5.24400,9.22456,-31.17303
857,1,0,0,0.78611,0.57130,0.15208,0.20370,-1,1.00000,-1,-6.07665,-6.07201,-28.04657
857,2,0,0,0.41181,0.21944,0.25833,0.34444,-1,1.00000,-1,-6.34628,12.03248,-64.53957
857,3,0,0,0.42778,0.60093,0.04722,0.06389,-1,1.00000,-1,-12.50479,25.46438,-13.13941
863,0,0,0,0.09097,0.50926,0.19861,0.26481,-1,1.00000,-1,7.00521,10.02108,-33.65504
863,1,0,0,0.78056,0.58148,0.15139,0.20185,-1,1.00000,-1,-10.84659,-15.71893,-33.18919
863,2,0,0,0.41250,0.21389,0.25556,0.33981,-1,1.00000,-1,-3.60505,12.63186,-61.05949
869,0,0,0,0.09097,0.50463,0.19861,0.26389,-1,1.00000,-1,4.64104,9.60195,-32.75198
869,1,0,0,0.77569,0.57685,0.14722,0.19630,-1,1.00000,-1,-9.58288,-10.19646,-52.28674
869,2,0,0,0.41181,0.21852,0.25764,0.34352,-1,1.00000,-1,-5.82628,15.04757,-48.36008
875,0,0,0,0.08958,0.49907,0.20069,0.26759,-1,1.00000,-1,6.99450,10.15759,-29.94130
875,1,0,0,0.41667,0.26944,0.23472,0.31204,-1,1.00000,-1,-0.31715,10.99800,-49.30001
875,2,0,0,0.77569,0.56574,0.14722,0.19630,-1,1.00000,-1,-5.73236,-4.67769,-52.88477
881,0,0,0,0.09306,0.50648,0.19722,0.26204,-1,1.00000,-1,7.22839,9.80492,-35.12244
881,1,0,0,0.77917,0.58519,0.13819,0.18333,-1,1.00000,-1,-4.10912,-2.29220,-59.79186
887,0,0,0,0.09444,0.50926,0.19931,0.26574,-1,1.00000,-1,6.59014,9.17713,-33.16759
887,1,0,0,0.77778,0.58426,0.14514,0.19352,-1,1.00000,-1,1.30605,-2.47871,-43.97961
893,0,0,0,0.09653,0.50463,0.19861,0.26574,-1,1.00000,-1,5.22757,10.16760,-31.19367
893,1,0,0,0.78125,0.57685,0.14514,0.19352,-1,1.00000,-1,-2.63822,-4.64296,-45.93386
899,0,0,0,0.09375,0.50278,0.20000,0.26667,-1,1.00000,-1,8.13223,8.61625,-32.62797
899,1,0,0,0.78125,0.58333,0.14097,0.18796,-1,1.00000,-1,-0.35193,-5.55839,-45.03128
905,0,0,0,0.09792,0.50926,0.19444,0.25926,-1,1.00000,-1,7.15329,8.12833,-34.24603
905,1,0,0,0.77708,0.57778,0.14722,0.19537,-1,1.00000,-1,-3.90356,1.84752,-39.60310
905,2,0,0,0.42847,0.60556,0.04861,0.06481,-1,1.00000,-1,-9.19505,23.05404,-18.52831
911,0,0,0,0.09514,0.50463,0.19861,0.26389,-1,1.00000,-1,2.52174,9.05427,-41.22849
911,1,0,0,0.77986,0.58519,0.14444,0.19259,-1,1.00000,-1,-2.73921,-2.60371,-53.27725
917,0,0,0,0.10069,0.51204,0.19236,0.25648,-1,1.00000,-1,6.17753,9.17598,-35.04623
917,1,0,0,0.77778,0.58148,0.14861,0.19722,-1,1.00000,-1,-10.04400,-7.61448,-50.73991
917,2,0,0,0.43056,0.25926,0.23958,0.31944,-1,1.00000,-1,-4.71482,10.70633,-53.91774
923,0,0,0,0.40208,0.47130,0.18819,0.25093,-1,1.00000,-1,-15.92380,-5.60893,-22.28103
929,0,0,0,0.39792,0.45833,0.19792,0.26481,-1,1.00000,-1,-21.26825,-6.45685,-21.17708
935,0,0,0,0.37639,0.36389,0.21042,0.28056,-1,1.00000,-1,-5.53879,-7.34326,-33.25862
941,0,0,0,0.36250,0.24537,0.23472,0.31389,-1,1.00000,-1,0.46396,-5.25920,-36.75148
947,0,0,0,0.38125,0.19815,0.23264,0.31111,-1,1.00000,-1,3.81027,-1.18669,-28.22669
953,0,0,0,0.38681,0.19259,0.23819,0.31852,-1,1.00000,-1,0.16585,0.72301,-28.89393
959,0,0,0,0.39444,0.20093,0.23264,0.31019,-1,1.00000,-1,1.59295,0.98253,-27.68005
971,0,0,0,0.40208,0.45093,0.19375,0.25833,-1,1.00000,-1,-13.34223,-12.05110,-23.39579
977,0,0,0,0.39792,0.48148,0.18542,0.24722,-1,1.00000,-1,-17.22563,-7.86104,-20.01593
983,0,0,0,0.38750,0.49630,0.18264,0.24352,-1,1.00000,-1,-20.29680,-11.17454,-29.92169
989,0,0,0,0.38750,0.49722,0.18333,0.24352,-1,1.00000,-1,-15.93353,-10.72287,-32.01003
995,0,0,0,0.38681,0.48981,0.18472,0.24630,-1,1.00000,-1,-17.34644,-11.97947,-29.94836
1001,0,0,0,0.37569,0.48426,0.20000,0.26667,-1,1.00000,-1,-15.60939,-7.84800,-28.92894
1007,0,0,0,0.37917,0.48056,0.19583,0.26111,-1,1.00000,-1,-16.86077,-11.05669,-28.30007
1013,0,0,0,0.37778,0.47130,0.20278,0.27037,-1,1.00000,-1,-16.66808,-10.16399,-35.80072
1019,0,0,0,0.38264,0.44537,0.21528,0.28704,-1,1.00000,-1,-12.97417,-5.09328,-34.24918
1025,0,0,0,0.38056,0.45185,0.20903,0.27870,-1,1.00000,-1,-13.71959,-8.11593,-38.71687
1031,0,0,0,0.37639,0.46852,0.20556,0.27407,-1,1.00000,-1,-13.05991,-6.35332,-32.42900
1037,0,0,0,0.37083,0.47407,0.20278,0.27130,-1,1.00000,-1,-16.11521,-5.38700,-27.86754
1043,0,0,0,0.36944,0.47778,0.20208,0.26944,-1,1.00000,-1,-19.14057,-6.59528,-26.19475
1049,0,0,0,0.37778,0.46667,0.20208,0.27037,-1,1.00000,-1,-17.77315,-7.65956,-30.52355
1055,0,0,0,0.38194,0.44630,0.20000,0.26759,-1,1.00000,-1,-18.39383,-11.06770,-29.51640
1061,0,0,0,0.36597,0.33889,0.22431,0.29907,-1,1.00000,-1,-7.23580,-11.67949,-31.55791
1067,0,0,0,0.36597,0.27870,0.21875,0.29167,-1,1.00000,-1,-6.99337,-12.87784,-27.17617
1073,0,0,0,0.36458,0.24630,0.22986,0.30556,-1,1.00000,-1,-2.46913,-10.23586,-30.62645
1079,0,0,0,0.37222,0.22593,0.22431,0.29907,-1,1.00000,-1,5.80955,-8.58351,-23.42900
1085,0,0,0,0.37361,0.20093,0.22847,0.30463,-1,1.00000,-1,10.33516,-4.72027,-25.10459
1091,0,0,0,0.57222,0.29259,0.19514,0.26019,-1,1.00000,-1,-8.85254,4.18644,-30.43722
1091,1,0,0,0.21319,0.29259,0.15417,0.20556,-1,1.00000,-1,-10.63711,0.13357,-51.31638
1091,2,0,0,0.90972,0.01852,0.12222,0.16296,-1,1.00000,-1,-0.31317,12.69224,-24.53050
1097,0,0,0,0.56875,0.30185,0.19514,0.26019,-1,1.00000,-1,-6.89152,4.81944,-32.60548
1097,1,0,0,0.20208,0.28981,0.16667,0.22222,-1,1.00000,-1,-6.04235,0.13230,-54.67876
1097,2,0,0,0.90694,0.02593,0.11875,0.15833,-1,1.00000,-1,0.68592,13.20623,-27.38000
1103,0,0,0,0.56806,0.31019,0.18889,0.25185,-1,1.00000,-1,-5.90932,3.24198,-35.17032
1103,1,0,0,0.90417,0.03241,0.11597,0.15463,-1,1.00000,-1,-1.77909,11.35804,-25.67406
1103,2,0,0,0.20000,0.30000,0.16250,0.21667,-1,1.00000,-1,-10.34177,0.67160,-56.68843
1109,0,0,0,0.56458,0.31389,0.19167,0.25556,-1,1.00000,-1,-6.27115,3.68151,-34.93988
1109,1,0,0,0.19931,0.30463,0.16319,0.21852,-1,1.00000,-1,-11.54911,-1.89499,-52.44847
1109,2,0,0,0.90000,0.03148,0.12222,0.16296,-1,1.00000,-1,-2.62001,10.62940,-23.37408
1115,0,0,0,0.56597,0.31759,0.18819,0.25093,-1,1.00000,-1,-3.15358,3.12582,-36.93793
1115,1,0,0,0.19931,0.30556,0.16181,0.21574,-1,1.00000,-1,-7.38239,-2.19738,-60.98241
1115,2,0,0,0.89861,0.03241,0.12361,0.16389,-1,1.00000,-1,-2.81555,7.96351,-24.62437
1121,0,0,0,0.56528,0.31389,0.18889,0.25278,-1,1.00000,-1,-12.29441,2.58512,-37.89433
1121,1,0,0,0.90347,0.02870,0.11736,0.15648,-1,1.00000,-1,-3.57876,7.98031,-17.95584
1121,2,0,0,0.20278,0.30648,0.15764,0.21019,-1,1.00000,-1,-10.48244,0.03631,-55.95064
1121,3,0,0,0.61458,-0.00185,0.03958,0.05185,-1,1.00000,-1,-13.26011,-26.23013,-68.20863
1127,0,0,0,0.56111,0.31667,0.19167,0.25556,-1,1.00000,-1,-14.58654,-0.28307,-36.91306
1127,1,0,0,0.19653,0.30741,0.16111,0.21481,-1,1.00000,-1,-9.05315,-2.25240,-59.79925
1133,0,0,0,0.56111,0.31481,0.19167,0.25556,-1,1.00000,-1,-14.21850,1.04041,-36.30901
1133,1,0,0,0.90139,0.00370,0.10625,0.14167,-1,1.00000,-1,9.83780,-1.42895,-29.60326
1133,2,0,0,0.19236,0.30093,0.16667,0.22222,-1,1.00000,-1,-6.83420,-3.14094,-60.19603
1139,0,0,0,0.56042,0.31759,0.18958,0.25278,-1,1.00000,-1,-14.88344,1.04186,-39.28306
1139,1,0,0,0.19375,0.30370,0.16458,0.21944,-1,1.00000,-1,-6.68415,-3.10431,-57.68045
1139,2,0,0,0.90069,0.00000,0.10000,0.13333,-1,1.00000,-1,7.91580,4.23900,-15.19768
1145,0,0,0,0.56736,0.31852,0.18403,0.24444,-1,1.00000,-1,-14.69322,1.85128,-36.64220
1145,1,0,0,0.19583,0.30741,0.16042,0.21481,-1,1.00000,-1,-9.27781,-3.85683,-58.56953
1151,0,0,0,0.55903,0.30556,0.18958,0.25370,-1,1.00000,-1,-4.98813,2.00978,-41.86123
1151,1,0,0,0.20417,0.30463,0.15833,0.21111,-1,1.00000,-1,-6.76160,-3.04272,-58.89855
1157,0,0,0,0.55972,0.30185,0.18750,0.25000,-1,1.00000,-1,-2.93614,0.41304,-43.28457
1157,1,0,0,0.20069,0.30093,0.16736,0.22315,-1,1.00000,-1,-5.28294,-5.07774,-56.69044
1157,2,0,0,0.92014,0.07593,0.04514,0.05926,-1,1.00000,-1,11.50439,2.47177,-16.47154
1163,0,0,0,0.56597,0.30185,0.18194,0.24167,-1,1.00000,-1,-4.50342,4.24176,-38.23081
1163,1,0,0,0.90139,0.01852,0.10625,0.14074,-1,1.00000,-1,14.58207,-7.07020,-0.07468
1163,2,0,0,0.21181,0.31204,0.16250,0.21667,-1,1.00000,-1,-9.83661,0.64695,-48.45478
1169,0,0,0,0.57431,0.29630,0.17569,0.23426,-1,1.00000,-1,-3.21419,2.29625,-43.48178
1169,1,0,0,0.20694,0.34537,0.15208,0.20278,-1,1.00000,-1,-1.67743,-1.47912,-44.07549
1175,0,0,0,0.57569,0.28981,0.17569,0.23426,-1,1.00000,-1,2.60792,0.43703,-46.68122
1175,1,0,0,0.21181,0.34537,0.14375,0.19167,-1,1.00000,-1,-3.36775,-4.56605,-46.18270
1175,2,0,0,0.62639,-0.02037,0.09792,0.13056,-1,1.00000,-1,5.52001,1.04059,-49.69115
1181,0,0,0,0.57500,0.29074,0.17361,0.23241,-1,1.00000,-1,-0.39239,-0.62700,-45.16874
1181,1,0,0,0.23194,0.30093,0.14583,0.19444,-1,1.00000,-1,-7.49442,-0.38244,-37.82899
1187,0,0,0,0.57222,0.30000,0.16528,0.22037,-1,1.00000,-1,-3.38643,-1.31189,-45.05068
1187,1,0,0,-0.01875,0.05463,0.06806,0.09074,-1,1.00000,-1,-8.73532,-6.85457,-75.57532
1187,2,0,0,0.25000,0.27593,0.15347,0.20370,-1,1.00000,-1,-4.26721,1.23609,-57.72248
1187,3,0,0,0.62222,-0.02593,0.10278,0.13519,-1,1.00000,-1,6.07805,4.64622,-35.04973
1193,0,0,0,-0.01181,0.05741,0.06944,0.09352,-1,1.00000,-1,-6.52853,-9.19774,-72.52608
1193,1,0,0,0.57500,0.29259,0.15694,0.20926,-1,1.00000,-1,-1.85201,-3.13563,-44.71095
1193,2,0,0,0.25278,0.27963,0.15208,0.20278,-1,1.00000,-1,-5.84841,2.67670,-48.96248
1193,3,0,0,0.62500,-0.01944,0.09306,0.12407,-1,1.00000,-1,-14.15983,-5.75489,-5.86248
1199,0,0,0,-0.00278,0.05926,0.06944,0.09352,-1,1.00000,-1,-15.51908,-7.57321,-76.45329
1199,1,0,0,0.57083,0.28611,0.16111,0.21481,-1,1.00000,-1,0.35811,-1.28772,-46.61937
1199,2,0,0,0.25694,0.28519,0.14792,0.19630,-1,1.00000,-1,-4.55335,1.66500,-49.88593
1205,0,0,0,0.00764,0.06481,0.07014,0.09352,-1,1.00000,-1,-13.73634,-5.86787,-82.86564
1205,1,0,0,0.57222,0.28241,0.16042,0.21389,-1,1.00000,-1,0.68847,-3.95950,-43.62838
1205,2,0,0,0.25764,0.28796,0.14653,0.19630,-1,1.00000,-1,-6.13579,-1.00702,-48.91962
1205,3,0,0,0.61181,-0.00926,0.09236,0.12222,-1,1.00000,-1,2.59788,-3.32200,-41.34996
1211,0,0,0,0.02014,0.06944,0.06875,0.09167,-1,1.00000,-1,-8.45139,-11.62429,-71.45311
1211,1,0,0,0.57292,0.28981,0.15972,0.21296,-1,1.00000,-1,-2.76451,-4.33918,-48.12149
1211,2,0,0,0.25417,0.31389,0.14167,0.18889,-1,1.00000,-1,-8.36556,-1.67316,-40.75651
1211,3,0,0,0.61319,-0.01204,0.09931,0.13241,-1,1.00000,-1,1.53567,-5.40019,-24.35943
1217,0,0,0,0.03264,0.07593,0.06667,0.08889,-1,1.00000,-1,-8.05505,-8.70696,-82.05738
1217,1,0,0,0.57986,0.29259,0.15556,0.20741,-1,1.00000,-1,1.62223,-9.85935,-42.50488
1217,2,0,0,0.26806,0.30000,0.14375,0.19167,-1,1.00000,-1,-7.25423,-1.13281,-50.96076
1223,0,0,0,0.04444,0.08056,0.06736,0.08981,-1,1.00000,-1,-8.08074,-11.71565,-66.59022
1223,1,0,0,0.58333,0.29722,0.15556,0.20741,-1,1.00000,-1,3.04394,-5.26331,-47.74158
1223,2,0,0,0.27847,0.29630,0.14097,0.18796,-1,1.00000,-1,-7.65230,-0.01464,-49.77068
1223,3,0,0,0.62292,0.00556,0.09167,0.12222,-1,1.00000,-1,0.81387,-9.21108,-20.53156
1229,0,0,0,0.06111,0.09074,0.06319,0.08426,-1,1.00000,-1,-7.47605,-12.44135,-61.63680
1229,1,0,0,0.58750,0.30370,0.15486,0.20741,-1,1.00000,-1,1.04377,-3.98660,-47.93754
1229,2,0,0,0.28958,0.30370,0.14028,0.18704,-1,1.00000,-1,-6.34936,-0.76979,-53.00403
1229,3,0,0,0.62153,0.01389,0.10139,0.13519,-1,1.00000,-1,1.87203,-16.15962,-31.63708
1235,0,0,0,0.07639,0.09907,0.06389,0.08519,-1,1.00000,-1,-10.59811,-16.45794,-61.82343
1235,1,0,0,0.59861,0.31944,0.14653,0.19537,-1,1.00000,-1,0.08306,-4.43030,-46.57739
1235,2,0,0,0.03611,0.00463,0.03958,0.05278,-1,1.00000,-1,-13.37506,12.98218,-29.37310
1235,3,0,0,0.30000,0.30741,0.13819,0.18333,-1,1.00000,-1,-5.39274,-0.38133,-56.26821
1235,4,0,0,0.62708,0.02037,0.10486,0.14074,-1,1.00000,-1,-2.70012,-13.13138,-30.56887
1241,0,0,0,0.08819,0.10741,0.06458,0.08519,-1,1.00000,-1,-8.50410,-18.09508,-63.81386
1241,1,0,0,0.59375,0.31759,0.15278,0.20278,-1,1.00000,-1,0.01506,-7.11193,-47.46989
1241,2,0,0,-0.00625,0.12593,0.05417,0.07315,-1,1.00000,-1,1.21167,10.82805,-35.13949
1241,3,0,0,0.04375,0.01204,0.04444,0.05926,-1,1.00000,-1,-9.61669,-4.21109,-44.50337
1241,4,0,0,0.30972,0.31204,0.13611,0.18148,-1,1.00000,-1,-4.76027,-2.85960,-56.76061
1241,5,0,0,0.63194,0.02963,0.10000,0.13333,-1,1.00000,-1,1.71109,0.03671,-27.88076
1241,6,0,0,0.12083,0.01481,0.04097,0.05463,-1,1.00000,-1,5.47803,4.61780,-44.47602
1247,0,0,0,0.09931,0.11667,0.06181,0.08241,-1,1.00000,-1,-9.32755,-15.87438,-66.02501
1247,1,0,0,0.00556,0.13426,0.05347,0.07130,-1,1.00000,-1,-2.94647,15.11119,-26.67366
1247,2,0,0,0.05625,0.02315,0.04167,0.05556,-1,1.00000,-1,-14.73479,7.85206,-48.24833
1247,3,0,0,0.59583,0.32500,0.14861,0.19815,-1,1.00000,-1,-2.31488,-9.05309,-44.47573
1247,4,0,0,0.31458,0.31574,0.13472,0.18056,-1,1.00000,-1,-5.66838,-2.08246,-56.86972
1247,5,0,0,0.13056,0.02222,0.04306,0.05833,-1,1.00000,-1,8.25406,8.99125,-40.17878
1247,6,0,0,0.22569,0.05093,0.03472,0.04630,-1,1.00000,-1,-1.85485,-2.20280,-15.41027
1247,7,0,0,0.63889,0.04352,0.08819,0.11667,-1,1.00000,-1,-8.80686,-8.56483,-12.20129
1253,0,0,0,0.11181,0.12593,0.05764,0.07685,-1,1.00000,-1,-15.09482,-8.19074,-80.19496
1253,1,0,0,0.01875,0.14259,0.05278,0.07037,-1,1.00000,-1,-1.77078,30.38832,-17.41039
1253,2,0,0,0.60000,0.33426,0.14514,0.19444,-1,1.00000,-1,-0.06661,-9.28287,-43.38089
1253,3,0,0,0.06597,0.03241,0.04306,0.05741,-1,1.00000,-1,-7.82787,6.81381,-63.37788
1253,4,0,0,0.32014,0.32407,0.13125,0.17593,-1,1.00000,-1,-5.24462,-2.04624,-59.69479
1253,5,0,0,0.63889,0.05185,0.09375,0.12500,-1,1.00000,-1,-14.15297,-12.43127,1.01804
1253,6,0,0,0.32986,0.01204,0.03125,0.04167,-1,1.00000,-1,-7.12019,-6.73899,-43.88549
1259,0,0,0,0.11944,0.12963,0.06181,0.08241,-1,1.00000,-1,-13.98695,-16.17448,-75.21239
1259,1,0,0,0.07986,0.04259,0.03889,0.05185,-1,1.00000,-1,-8.59955,2.60290,-70.95719
1259,2,0,0,0.60278,0.33889,0.14236,0.18981,-1,1.00000,-1,-3.12441,-7.86602,-49.58286
1259,3,0,0,0.03264,0.15093,0.04931,0.06481,-1,1.00000,-1,-1.62828,33.17136,-13.87389
1259,4,0,0,0.32708,0.33056,0.12778,0.17037,-1,1.00000,-1,-5.46004,-1.76731,-58.93624
1259,5,0,0,0.63958,0.06019,0.09167,0.12222,-1,1.00000,-1,-2.12290,-4.24621,-15.69103
1265,0,0,0,0.12778,0.13333,0.06181,0.08148,-1,1.00000,-1,-15.68307,-15.07185,-81.05456
1265,1,0,0,0.60000,0.34352,0.13958,0.18704,-1,1.00000,-1,1.95576,-7.43996,-48.44273
1265,2,0,0,0.04167,0.15463,0.05000,0.06667,-1,1.00000,-1,-7.11725,35.35825,-3.07084
1265,3,0,0,0.08750,0.04815,0.03958,0.05185,-1,1.00000,-1,-9.48195,3.14333,-62.28048
1265,4,0,0,0.32847,0.33241,0.12847,0.17222,-1,1.00000,-1,-5.02811,-1.40756,-57.76191
1265,5,0,0,0.63542,0.06204,0.10417,0.13981,-1,1.00000,-1,-7.08178,-7.57807,-17.59077
1265,6,0,0,0.90347,0.13333,0.05000,0.06667,-1,1.00000,-1,0.60614,7.20842,-1.90683
1265,7,0,0,0.33542,0.01296,0.04167,0.05556,-1,1.00000,-1,-8.37481,-3.40894,-26.32525
1271,0,0,0,0.13333,0.13611,0.06319,0.08426,-1,1.00000,-1,-13.63118,-21.15710,-53.21585
1271,1,0,0,0.59792,0.34630,0.13819,0.18333,-1,1.00000,-1,-2.40978,-6.59026,-50.02562
1271,2,0,0,0.09375,0.05000,0.04306,0.05741,-1,1.00000,-1,-4.84589,-1.19273,-50.21138
1271,3,0,0,0.05000,0.15833,0.04722,0.06296,-1,1.00000,-1,-11.24567,14.64489,-1.14073
1271,4,0,0,0.32917,0.33889,0.12778,0.17037,-1,1.00000,-1,-5.54363,-1.25499,-59.94901
1271,5,0,0,0.33403,0.00833,0.05000,0.06759,-1,1.00000,-1,-1.43826,-6.03463,-50.77108
1277,0,0,0,0.13958,0.14259,0.05903,0.07778,-1,1.00000,-1,-14.43503,-11.54373,-69.93736
1277,1,0,0,0.05417,0.16111,0.04792,0.06481,-1,1.00000,-1,-8.40147,29.40544,16.28742
1277,2,0,0,0.59444,0.34444,0.13542,0.18148,-1,1.00000,-1,0.12984,-7.38511,-52.58791
1277,3,0,0,0.10486,0.05556,0.03681,0.04907,-1,1.00000,-1,-15.77202,6.62467,-39.16434
1277,4,0,0,0.32986,0.33981,0.12569,0.16667,-1,1.00000,-1,-1.63541,-0.46324,-62.27068
1277,5,0,0,0.33819,0.01389,0.04792,0.06389,-1,1.00000,-1,1.02907,0.95978,-46.54356
1277,6,0,0,0.63819,0.07222,0.08958,0.11944,-1,1.00000,-1,0.72824,-14.78510,-20.87217
1283,0,0,0,0.14375,0.14352,0.05903,0.07870,-1,1.00000,-1,-12.98612,-18.54058,-81.19686
